1,0,0,0.22,1,1,5,20.4,9.1
2,0,0,0.91,0,19,29,55.8,9.27
3,0,0,1.2,1,38,51,33.4,6.61
4,0,0,2.01,0,51,53,36.8,8.06
5,0,0,2.39,0,40,35,28.4,8.55
6,0,0,4.35,1,3,56,47.4,12.31
7,0,0,5.41,1,20,2,11.8,9.64
8,0,0,6.55,1,25,53,11.3,9.05
9,0,0,8.48,1,36,35,9.4,8.59
10,0,0,8.7,0,50,52,1.5,8.59
11,0,0,8.95,1,46,56,24,7.34
12,0,0,9.82,0,35,57,36.8,8.43
13,0,0,10,0,22,35,40.9,8.8
14,0,0,11.59,0,0,21,37.5,7.25
15,0,0,12.07,1,50,47,28.2,8.6
16,0,0,12.34,0,54,54,50.9,11.71
17,0,0,12.26,0,40,11,32.4,8.15
18,0,0,12.75,0,4,3,13.5,11.03
19,0,0,12.8,1,38,18,14.7,6.53
20,0,0,15.11,1,23,31,45.4,8.51
21,0,0,15.9,1,8,0,26,7.55
22,0,0,16.83,0,49,21,8.2,8.69
23,0,0,17.86,1,13,18,44,7.57
24,0,0,18.25,0,23,27,9.9,9.05
25,0,0,19.05,0,44,17,25.1,6.28
26,0,0,20.24,0,13,23,35.9,9.13
27,0,0,20.51,0,41,17,51.1,9.32
28,0,0,20.94,0,43,21,42.5,8.83
29,0,0,22.11,0,49,6,28.6,9.14
30,0,0,23.07,1,42,8,29.4,8.26
31,0,0,23.54,1,2,40,31.7,7.63
32,0,0,23.66,1,51,56,22.2,9.09
33,0,0,23.8,0,10,27,44.8,8.1
34,0,0,23.87,1,26,55,5.7,6.43
35,0,0,24.61,0,14,29,25.7,9.07
36,0,0,24.79,1,12,16,1.5,7.68
37,0,0,25.28,0,47,10,46.5,10.44
38,0,0,26.65,0,79,3,42.6,8.65
39,0,0,26.85,0,16,41,48.9,7.46
40,0,0,29.27,1,67,13,0.4,10.61
41,0,0,27.98,1,54,18,8.1,8.7
42,0,0,30.09,1,25,50,41.2,8.2
43,0,0,30.98,1,59,33,35.1,6.18
44,0,0,31.85,0,3,18,22.9,7.91
45,0,0,32.21,0,72,12,9.8,9.59
46,0,0,32.29,0,25,37,20.1,8.57
47,0,0,32.45,0,56,50,6.9,10.78
48,0,0,32.45,0,40,41,25.6,7.31
49,0,0,33.48,1,16,40,8.5,9.53
50,0,0,34.29,0,53,5,51.6,6.49
51,0,0,34.41,1,1,3,58.3,8.94
52,0,0,35.2,0,77,1,12.5,8.56
53,0,0,35.37,0,29,15,48.2,10.96
54,0,0,36.4,1,17,58,8.2,10.57
55,0,0,37.88,0,66,40,59.2,7.4
56,0,0,39.08,1,0,13,22.6,8.12
57,0,0,40.39,0,69,40,32.9,8.27
58,0,0,41.7,1,62,10,33.6,7.05
59,0,0,41.87,1,55,43,20.9,9.09
60,0,0,42.1,0,64,27,57,8.34
61,0,0,42.28,1,53,49,19.9,8.86
62,0,0,43.19,0,45,25,21.8,8.27
63,0,0,43.62,1,45,15,12,6.36
64,0,0,44.3,0,27,54,27.2,8.08
65,0,0,45.11,0,54,49,49.2,11
66,0,0,45.25,0,72,19,5.7,8.55
67,0,0,47.78,1,23,32,17.7,7.83
68,0,0,48.15,1,16,59,20.3,8.79
69,0,0,48.33,1,30,23,45.2,8.33
70,0,0,48.67,1,36,46,39.5,10.42
71,0,0,49.7,1,36,46,48.6,8.26
72,0,0,52.67,0,12,49,43.2,8.97
73,0,0,52.91,1,66,50,52.7,6.9
74,0,0,53.25,1,35,45,9.8,9.93
75,0,0,53.56,0,50,26,47.3,7.42
76,0,0,54.77,1,32,49,32.4,9.03
77,0,0,55.33,0,30,3,51,8.41
78,0,0,55.76,1,17,52,4.2,8.06
79,0,0,56.57,1,35,19,0.3,8.69
80,0,0,58.03,0,11,49,24.7,8.4
81,0,0,58.53,0,4,55,55.6,8.57
82,0,0,59.53,0,10,56,8.9,9.5
83,0,0,59.54,1,52,4,50,8.85
84,0,1,0.43,1,27,53,10.8,9.61
85,0,1,1.44,0,24,42,50.6,10.62
86,0,1,2.49,1,69,36,12.6,8.05
87,0,1,2.76,0,5,50,5.9,7.8
88,0,1,4.6,0,48,48,35.5,5.71
89,0,1,6.52,1,53,10,1,7.87
90,0,1,7.2,0,41,53,14.7,7.64
91,0,1,7.34,0,5,52,27.6,7.66
92,0,1,9.75,0,20,42,20.1,8.68
93,0,1,10.13,0,0,4,33.3,8.12
94,0,1,10.76,0,32,45,24.5,10.1
95,0,1,12.49,0,11,57,50.4,8.67
96,0,1,13.17,1,13,58,29.1,10.46
97,0,1,13.76,0,21,24,14.6,9.48
98,0,1,13.72,0,52,47,54.9,9.87
99,0,1,15.84,1,60,21,19.1,7.04
100,0,1,15.95,1,19,44,28.7,8.44
101,0,1,16.74,0,47,47,37.8,9.88
102,0,1,16.9,0,41,29,14.5,7.05
103,0,1,17.31,0,68,22,15.7,8.29
104,0,1,18.42,0,31,53,58.6,9.34
105,0,1,18.68,1,70,55,44.2,7.73
106,0,1,19.24,1,49,58,53.7,6.22
107,0,1,20.11,0,50,20,14.6,5.53
108,0,1,20.77,0,70,7,31.1,8.53
109,0,1,23.18,1,6,47,29.4,7.23
110,0,1,23.69,1,39,36,38.9,8.61
111,0,1,23.78,1,34,16,54.7,11.28
112,0,1,25.66,0,16,56,52.2,10.76
113,0,1,27.75,1,49,0,37.5,8.93
114,0,1,29.2,1,30,44,9.2,7.95
115,0,1,29.42,0,62,55,23.4,7.46
116,0,1,30.09,0,33,47,33.7,8.6
117,0,1,31.3,0,72,36,21.3,8.55
118,0,1,32.76,0,9,25,48.1,9.2
119,0,1,33.65,1,44,40,31.6,6.82
120,0,1,35.04,0,45,20,40.9,8.29
121,0,1,35.15,1,28,25,25.6,6.83
122,0,1,35.85,0,77,3,55.1,4.78
123,0,1,36.06,1,72,14,11.8,7.21
124,0,1,37.02,1,61,13,22.1,5.58
125,0,1,37.14,0,39,20,12,8.7
126,0,1,38.1,1,14,37,56.3,8.06
127,0,1,38.9,0,48,56,6.6,10.86
128,0,1,39.3,1,73,36,42.8,6.5
129,0,1,39.74,1,5,22,21.9,9.32
130,0,1,40.38,0,30,41,33,9.14
131,0,1,40.79,1,62,1,5.3,8.13
132,0,1,41.28,0,34,39,12.6,10.62
133,0,1,41.61,0,40,8,55.2,6.62
134,0,1,42.03,0,1,8,23.9,9.96
135,0,1,42.42,0,0,13,3,8.64
136,0,1,42.87,1,24,15,11.5,6.6
137,0,1,43.85,1,42,22,1.7,6.25
138,0,1,44.93,0,16,31,54.2,7.83
139,0,1,46.87,1,67,30,25.1,10.03
140,0,1,48.64,0,68,6,17.3,9.04
141,0,1,48.82,1,36,21,1.2,8.47
142,0,1,48.9,1,66,18,21.6,7.33
143,0,1,49.24,1,21,27,43.7,10.35
144,0,1,49.22,1,76,10,32.2,8.66
145,0,1,49.44,0,3,1,38.9,5.13
146,0,1,49.49,0,25,47,51.7,8.96
147,0,1,51.85,1,21,1,34.5,8.49
148,0,1,54.91,1,15,31,42.7,8.15
149,0,1,54.88,1,26,0,20.1,11.26
150,0,1,55.29,0,37,13,47.4,7.04
151,0,1,56.3,0,41,36,49.5,7.78
152,0,1,56.27,0,28,7,51.4,10.02
153,0,1,56.29,1,12,39,17.8,8.9
154,0,1,57.59,0,6,0,50.3,4.37
155,0,1,57.87,1,46,16,9,9.93
156,0,1,59.25,1,63,21,28.2,8.6
157,0,2,0.08,0,5,12,50.4,8.51
158,0,2,0.11,0,37,54,6.4,7.09
159,0,2,2.59,0,2,45,58.2,6.93
160,0,2,2.81,0,69,16,9.1,8.68
161,0,2,3,1,33,41,45.6,8.98
162,0,2,3.21,1,27,7,7,9.84
163,0,2,4.11,0,30,41,6.8,8.98
164,0,2,4.46,1,59,56,24,7.98
165,0,2,4.74,0,22,19,38.9,10.16
166,0,2,5.17,0,56,30,53.6,8.86
167,0,2,6.67,1,39,10,59.6,8.58
168,0,2,8.05,0,2,49,11.4,9.56
169,0,2,8.41,0,68,16,48.7,9.24
170,0,2,9.04,0,20,52,17.9,9.63
171,0,2,9.65,1,27,5,4.2,5.8
172,0,2,10.29,1,67,24,32.2,9.05
173,0,2,11.9,1,47,34,38,8.45
174,0,2,12.38,1,59,57,55.2,8.86
175,0,2,12.58,1,49,46,16.1,7.84
176,0,2,12.8,1,44,25,41.8,8.86
177,0,2,14.45,0,11,57,51.6,8.93
178,0,2,16.27,0,27,8,6.6,7.97
179,0,2,16.53,0,13,24,27.1,6.9
180,0,2,17.02,0,9,10,29.6,8.47
181,0,2,17.72,1,60,42,11.5,6.77
182,0,2,19.48,1,52,35,11.2,8.55
183,0,2,19.91,0,29,43,13.6,5.04
184,0,2,21.55,1,11,0,22.8,8.48
185,0,2,21.64,1,10,47,8.3,8.53
186,0,2,24.17,1,8,57,24.6,6.33
187,0,2,24.51,0,6,3,33.1,8.99
188,0,2,24.6,1,6,19,59.3,8.64
189,0,2,25.27,1,54,8,6.6,9.55
190,0,2,25.33,1,10,46,35.9,8.74
191,0,2,26.95,0,46,1,43.8,12.43
192,0,2,28.76,1,8,23,38.1,8.16
193,0,2,29.19,0,39,12,45,9.46
194,0,2,29.76,1,8,29,8.1,5.7
195,0,2,30.18,1,47,25,22.7,7.62
196,0,2,30.48,1,51,49,47.9,8.95
197,0,2,31.76,1,42,8,52.1,8.97
198,0,2,31.85,1,15,20,6.7,8.94
199,0,2,32.41,1,16,15,23.6,7.24
200,0,2,32.51,0,33,59,33.6,10.32
201,0,2,33.44,1,18,41,0.1,8.24
202,0,2,34.02,1,54,33,7.8,8.62
203,0,2,34.14,0,15,49,52.6,9.18
204,0,2,34.82,0,43,56,52.5,8.53
205,0,2,34.97,0,5,11,11.9,8.54
206,0,2,35.24,1,18,50,9.6,8.56
207,0,2,36.08,1,66,5,56.3,5.87
208,0,2,35.98,0,67,38,3.4,9.41
209,0,2,38.44,1,66,6,1.4,7.2
210,0,2,38.92,0,8,29,16.6,9.05
211,0,2,39.16,0,37,56,51.7,9.52
212,0,2,39.23,0,29,4,30.9,10.24
213,0,2,40.05,1,51,28,20.7,7.7
214,0,2,40.6,1,28,32,32,8.17
215,0,2,41.88,1,75,2,10.3,9.26
216,0,2,42.46,1,42,55,14.5,7.94
217,0,2,41.86,1,82,58,23.6,7.29
218,0,2,43.14,0,57,38,1.1,8.42
219,0,2,45.66,1,6,2,4,8.56
220,0,2,46.02,1,35,48,55.7,7.52
221,0,2,46.37,1,80,16,56.1,7.74
222,0,2,46.68,0,40,58,59.4,8.85
223,0,2,47.14,1,2,7,49.4,7.17
224,0,2,47.1,1,3,51,37.5,9.01
225,0,2,48.02,0,15,2,25.9,9.04
226,0,2,48.07,0,24,56,42.9,10.3
227,0,2,49,1,80,17,11.4,9.86
228,0,2,50.44,1,28,15,6.8,7.64
229,0,2,51.34,1,47,15,8.2,8.27
230,0,2,51.77,1,30,20,11.5,8.44
231,0,2,53.62,0,58,46,53,9.58
232,0,2,55.21,0,30,8,59.2,8.43
233,0,2,55.67,1,71,21,30.8,8.49
234,0,2,56.06,1,70,14,16.8,9.64
235,0,2,56.75,1,71,22,5,9.17
236,0,2,57.08,0,0,53,37.8,8.09
237,0,2,57.39,0,39,31,38.4,9
238,0,2,57.43,0,20,2,45.9,6.25
239,0,2,58.36,1,3,22,55,8.56
240,0,2,58.5,1,9,47,42.8,10.81
241,0,3,0.47,1,9,8,17.9,8.76
242,0,3,0.52,0,34,44,38.6,7.76
243,0,3,0.81,0,60,41,30.8,7.82
244,0,3,2.13,1,39,59,42.5,7.9
245,0,3,3.26,0,7,48,55.9,8.52
246,0,3,3.28,1,56,43,59.5,9.73
247,0,3,3.73,1,8,15,41.1,9.19
248,0,3,3.78,1,8,16,14.9,8.1
249,0,3,5.81,1,31,52,12.4,8.75
250,0,3,5.84,1,52,27,54.6,8.14
251,0,3,6.1,0,25,15,39.8,8.65
252,0,3,7.1,1,29,29,9.5,10.3
253,0,3,7.82,0,24,8,42.5,6.46
254,0,3,8.32,1,42,44,52.5,6.73
255,0,3,10.69,0,24,35,17.8,7.96
256,0,3,11.18,1,54,30,57,9.53
257,0,3,12.72,0,31,12,44.6,8.87
